result,period,elapsed,x
0,1,11.266666666666667,-0.2652777777777777
1,1,10.583333333333334,-0.27951388888888884
1,1,8.933333333333334,-0.3138888888888889
1,1,5.9,-0.3770833333333333
1,1,3.3,-0.43125
1,1,2.316666666666667,-0.4517361111111111
1,1,0.6666666666666666,-0.4861111111111111
1,1,0.11666666666666667,-0.49756944444444445
0,2,19.583333333333332,-0.0920138888888889
0,2,19.416666666666668,-0.0954861111111111
1,2,18.366666666666667,-0.11736111111111108
1,2,14.6,-0.19583333333333336
1,2,14.183333333333334,-0.20451388888888888
0,2,13.2,-0.22500000000000003
1,2,12.483333333333333,-0.2399305555555556
0,2,12.066666666666666,-0.24861111111111112
0,3,31.916666666666668,0.16493055555555558
0,3,29.5,0.11458333333333337
0,3,26.15,0.044791666666666674
0,3,24.85,0.017708333333333326
0,1,11.45,-0.26145833333333335
1,1,10.483333333333333,-0.2815972222222223
0,1,9.1,-0.3104166666666667
1,1,8.683333333333334,-0.31909722222222225
0,1,7.566666666666666,-0.3423611111111111
1,1,5.45,-0.38645833333333335
1,1,3.4,-0.4291666666666667
1,2,19.8,-0.08749999999999997
1,2,15.666666666666666,-0.1736111111111111
0,2,14.216666666666667,-0.20381944444444444
0,2,13.4,-0.22083333333333333
0,2,12.233333333333333,-0.2451388888888889
1,3,34.016666666666666,0.20868055555555554
0,3,33.05,0.1885416666666666
1,3,31.71666666666667,0.16076388888888893
0,3,29.933333333333334,0.12361111111111112
1,3,28.483333333333334,0.09340277777777783
1,3,27,0.0625
1,3,26.55,0.05312499999999998
1,3,25.3,0.027083333333333348
0,3,24.533333333333335,0.011111111111111183
0,3,24.016666666666666,3.472222222221655e-4
0,4,43.18333333333334,0.39965277777777786
0,4,40.583333333333336,0.34548611111111116
1,4,40.53333333333333,0.34444444444444444
0,4,40.06666666666666,0.33472222222222214
0,4,37.766666666666666,0.28680555555555554
0,1,10.516666666666667,-0.2809027777777777
1,1,10.1,-0.2895833333333333
1,1,9.133333333333333,-0.30972222222222223
1,1,7.4,-0.3458333333333333
1,1,6.616666666666666,-0.36215277777777777
1,1,6.166666666666667,-0.3715277777777778
0,1,5.216666666666667,-0.39131944444444444
1,1,5.016666666666667,-0.3954861111111111
0,1,4.1,-0.41458333333333336
1,1,3.1333333333333333,-0.43472222222222223
1,1,2.2333333333333334,-0.4534722222222222
0,1,1.5833333333333333,-0.4670138888888889
1,1,0.75,-0.484375
0,1,0.55,-0.48854166666666665
0,2,19.633333333333333,-0.09097222222222223
0,2,19.46666666666667,-0.09444444444444439
1,2,18.383333333333333,-0.11701388888888892
0,2,15.433333333333334,-0.1784722222222222
1,2,13.366666666666667,-0.22152777777777777
1,2,12.583333333333334,-0.2378472222222222
0,2,12.066666666666666,-0.24861111111111112
1,3,34.28333333333333,0.21423611111111107
1,3,32.56666666666666,0.17847222222222214
0,3,31.65,0.15937499999999993
0,3,30.46666666666667,0.1347222222222223
0,3,30.366666666666667,0.13263888888888886
0,3,29.25,0.109375
0,3,28.6,0.09583333333333333
0,3,27,0.0625
0,3,25.116666666666667,0.023263888888888862
0,4,45.13333333333333,0.44027777777777777
1,4,44.983333333333334,0.43715277777777783
1,4,44.28333333333333,0.42256944444444444
1,4,43.93333333333334,0.41527777777777786
0,4,43.31666666666666,0.4024305555555555
0,4,41.666666666666664,0.36805555555555547
1,4,40.25,0.33854166666666663
1,4,39.81666666666667,0.329513888888889
1,4,39.25,0.31770833333333337
0,4,38.65,0.3052083333333333
0,4,38.1,0.29375000000000007
1,4,37.35,0.27812500000000007
0,4,36.75,0.265625
0,1,11.216666666666667,-0.26631944444444444
1,1,9.9,-0.29374999999999996
1,1,7.083333333333333,-0.3524305555555556
1,1,4.683333333333334,-0.40243055555555557
1,1,1.3,-0.47291666666666665
1,1,0.9166666666666666,-0.4809027777777778
0,2,19.5,-0.09375
0,2,16.766666666666666,-0.15069444444444446
0,2,13.6,-0.21666666666666667
0,2,13.183333333333334,-0.2253472222222222
0,2,12.483333333333333,-0.2399305555555556
1,3,34.53333333333333,0.21944444444444444
1,3,32.833333333333336,0.1840277777777778
0,3,28.833333333333332,0.10069444444444442
0,3,28.03333333333333,0.0840277777777777
1,3,25.616666666666667,0.0336805555555556
1,3,24.9,0.018749999999999933
1,4,40.46666666666667,0.34305555555555556
1,4,39.46666666666667,0.3222222222222223
0,1,9.216666666666667,-0.30798611111111107
1,1,7.583333333333333,-0.3420138888888889
0,1,5.8,-0.37916666666666665
0,1,4.333333333333333,-0.4097222222222222
0,1,4.233333333333333,-0.41180555555555554
0,1,2.783333333333333,-0.4420138888888889
1,2,20.3,-0.07708333333333334
1,2,18.316666666666666,-0.1184027777777778
0,2,17.083333333333332,-0.14409722222222227
0,2,16.083333333333332,-0.16493055555555558
1,2,15.766666666666666,-0.17152777777777778
1,2,14.733333333333334,-0.19305555555555554
1,2,12.566666666666666,-0.23819444444444443
1,3,32.61666666666667,0.17951388888888886
0,3,32.233333333333334,0.17152777777777783
1,1,10.6,-0.2791666666666667
1,1,8.933333333333334,-0.3138888888888889
1,1,7.816666666666666,-0.33715277777777775
1,1,7.45,-0.34479166666666666
0,1,1.7666666666666666,-0.46319444444444446
0,1,0.5666666666666667,-0.48819444444444443
0,2,17.583333333333332,-0.13368055555555558
1,2,17.28333333333333,-0.1399305555555556
1,2,16.916666666666668,-0.14756944444444442
1,2,15.633333333333333,-0.17430555555555555
0,2,12.033333333333333,-0.24930555555555556
0,3,34.46666666666667,0.21805555555555556
1,3,34.03333333333333,0.2090277777777777
0,3,31.2,0.15000000000000002
0,3,29.75,0.11979166666666663
1,3,26.35,0.048958333333333326
0,3,25.216666666666665,0.025347222222222188
0,3,24.533333333333335,0.011111111111111183
0,4,43.766666666666666,0.41180555555555554
0,4,43.233333333333334,0.40069444444444446
0,4,40.86666666666667,0.35138888888888886
0,4,40.68333333333334,0.3475694444444445
1,4,39.233333333333334,0.3173611111111111
0,4,37.86666666666667,0.28888888888888886
1,4,37.05,0.271875
1,4,36.45,0.259375
0,4,36.36666666666667,0.25763888888888886
0,4,36.2,0.25416666666666676
0,4,36.03333333333333,0.25069444444444444
1,1,10.7,-0.27708333333333335
0,1,9.566666666666666,-0.3006944444444445
0,1,8.35,-0.3260416666666667
0,1,6.1,-0.3729166666666667
1,1,4.566666666666666,-0.4048611111111111
0,1,2.566666666666667,-0.44652777777777775
1,1,1,-0.4791666666666667
0,1,0.6833333333333333,-0.4857638888888889
1,1,0.48333333333333334,-0.48993055555555554
0,2,17.21666666666667,-0.1413194444444444
0,2,17.1,-0.14375
0,2,16.916666666666668,-0.14756944444444442
1,2,16.85,-0.1489583333333333
0,3,33.68333333333334,0.20173611111111123
0,3,27.883333333333333,0.08090277777777777
0,3,27.616666666666667,0.07534722222222223
0,3,24.8,0.01666666666666672
0,4,42.266666666666666,0.38055555555555554
0,4,39.05,0.3135416666666666
0,4,37.6,0.2833333333333333
0,1,9.533333333333333,-0.30138888888888893
0,1,7.116666666666666,-0.35173611111111114
1,1,3.4166666666666665,-0.4288194444444444
0,1,2.4,-0.45
0,1,1.0333333333333334,-0.47847222222222224
0,1,0.5666666666666667,-0.48819444444444443
0,1,0.03333333333333333,-0.49930555555555556
0,2,19.583333333333332,-0.0920138888888889
0,2,17.633333333333333,-0.13263888888888892
0,2,16.35,-0.159375
1,2,14.916666666666666,-0.1892361111111111
0,2,13.8,-0.21249999999999997
0,2,12.55,-0.23854166666666665
1,3,35.21666666666667,0.23368055555555556
1,3,33.266666666666666,0.19305555555555554
0,3,32.166666666666664,0.17013888888888884
1,3,31.733333333333334,0.1611111111111111
0,3,30.95,0.14479166666666665
0,3,26.833333333333332,0.05902777777777779
1,3,25.8,0.03749999999999998
1,3,25.183333333333334,0.024652777777777746
0,3,24.7,0.014583333333333282
0,4,47.45,0.48854166666666676
0,4,45.6,0.45000000000000007
1,4,45.583333333333336,0.4496527777777778
0,4,44.9,0.4354166666666667
0,4,43.13333333333333,0.39861111111111114
1,4,40.3,0.33958333333333324
1,4,39.9,0.33124999999999993
0,4,36.166666666666664,0.2534722222222222
0,4,36.1,0.2520833333333333
0,4,36,0.25
0,1,10.683333333333334,-0.2774305555555555
0,1,8.683333333333334,-0.31909722222222225
0,1,7.083333333333333,-0.3524305555555556
0,1,6.566666666666666,-0.3631944444444445
0,1,6.183333333333334,-0.3711805555555555
1,1,5.666666666666667,-0.3819444444444444
0,1,5.183333333333334,-0.3920138888888889
1,1,3.6,-0.425
0,1,0.13333333333333333,-0.49722222222222223
0,2,17.766666666666666,-0.12986111111111115
1,2,17.35,-0.13854166666666662
1,2,15.95,-0.16770833333333335
0,2,15.466666666666667,-0.17777777777777776
1,2,14.666666666666666,-0.19444444444444448
1,2,14.233333333333334,-0.20347222222222222
0,2,13.866666666666667,-0.21111111111111108
1,2,13.033333333333333,-0.22847222222222224
0,2,12.616666666666667,-0.23715277777777777
0,2,12.533333333333333,-0.23888888888888887
1,3,34.55,0.2197916666666666
1,3,33.516666666666666,0.1982638888888889
0,3,31.35,0.15312500000000007
0,3,28.05,0.08437499999999998
0,3,27.5,0.07291666666666663
0,3,27.016666666666666,0.06284722222222217
0,3,25.55,0.03229166666666672
0,4,41.11666666666667,0.35659722222222223
1,4,40.68333333333334,0.3475694444444445
0,4,38.18333333333333,0.295486111111111
1,1,10,-0.29166666666666663
1,1,8.616666666666667,-0.32048611111111114
1,1,8.133333333333333,-0.3305555555555556
0,1,7.716666666666667,-0.33923611111111107
0,1,7.616666666666666,-0.34131944444444445
1,1,6.45,-0.365625
0,1,1.6333333333333333,-0.46597222222222223
0,2,17.433333333333334,-0.13680555555555557
1,2,15.983333333333334,-0.16701388888888885
0,2,13.316666666666666,-0.22256944444444443
0,3,35.38333333333333,0.23715277777777777
1,3,33.7,0.2020833333333334
0,3,33.1,0.18958333333333333
0,3,31.55,0.15729166666666672
0,3,29.583333333333332,0.11631944444444442
0,3,29.016666666666666,0.1045138888888889
0,3,27.566666666666666,0.07430555555555551
1,4,46.75,0.47395833333333337
0,4,45.266666666666666,0.44305555555555554
0,4,44.96666666666667,0.43680555555555556
1,4,43.46666666666667,0.40555555555555556
0,4,42.833333333333336,0.39236111111111116
1,4,42.333333333333336,0.38194444444444453
0,4,41.733333333333334,0.36944444444444446
1,4,41.11666666666667,0.35659722222222223
1,4,40.6,0.3458333333333333
0,4,39.6,0.32500000000000007
1,4,36.55,0.26145833333333324
0,4,36.11666666666667,0.2524305555555556
1,1,9.283333333333333,-0.3065972222222222
1,1,7.15,-0.3510416666666667
1,1,6.016666666666667,-0.3746527777777778
0,1,5.616666666666666,-0.38298611111111114
0,1,4.55,-0.40520833333333334
0,1,2.7333333333333334,-0.44305555555555554
1,1,2.25,-0.453125
0,1,1.45,-0.46979166666666666
1,1,0.03333333333333333,-0.49930555555555556
0,2,18.383333333333333,-0.11701388888888892
0,2,18.05,-0.12395833333333334
0,2,16.566666666666666,-0.15486111111111112
0,2,15.866666666666667,-0.16944444444444445
0,2,13.183333333333334,-0.2253472222222222
0,3,35.1,0.23125000000000007
0,3,32.516666666666666,0.17743055555555554
0,1,11.783333333333333,-0.25451388888888893
1,1,9.783333333333333,-0.29618055555555556
0,1,8.216666666666667,-0.32881944444444444
1,1,6.3,-0.36875
0,1,5.366666666666666,-0.38819444444444445
1,2,19.916666666666668,-0.08506944444444442
1,2,18.433333333333334,-0.1159722222222222
0,2,18.05,-0.12395833333333334
0,2,16.85,-0.1489583333333333
0,2,14.883333333333333,-0.18993055555555555
0,3,33.483333333333334,0.19756944444444446
1,3,33.31666666666666,0.19409722222222214
1,3,32.05,0.16770833333333324
1,3,30.633333333333333,0.1381944444444444
1,3,30.416666666666668,0.13368055555555558
1,3,24.5,0.01041666666666663
0,3,24.05,0.0010416666666667185
0,1,9.05,-0.3114583333333333
0,1,8.966666666666667,-0.31319444444444444
1,1,5.35,-0.3885416666666667
0,1,2.6333333333333333,-0.44513888888888886
0,1,2.0833333333333335,-0.4565972222222222
0,2,19.733333333333334,-0.08888888888888885
1,2,17.983333333333334,-0.12534722222222222
0,2,17,-0.14583333333333331
0,2,14.65,-0.19479166666666664
0,2,12.05,-0.24895833333333334
1,3,33.38333333333333,0.19548611111111114
0,3,30.65,0.13854166666666667
1,3,29.116666666666667,0.10659722222222223
0,3,27.883333333333333,0.08090277777777777
1,3,24.566666666666666,0.011805555555555514
0,3,24.05,0.0010416666666667185
0,1,11.316666666666666,-0.2642361111111111
1,1,9.55,-0.30104166666666665
1,1,3.5166666666666666,-0.4267361111111111
1,1,2.3666666666666667,-0.45069444444444445
0,1,0.7333333333333333,-0.4847222222222222
0,1,0.25,-0.4947916666666667
1,2,20.183333333333334,-0.07951388888888888
0,2,19.183333333333334,-0.1003472222222222
0,2,19.116666666666667,-0.10173611111111108
0,2,16.516666666666666,-0.15590277777777778
1,2,16.46666666666667,-0.1569444444444444
0,2,14,-0.20833333333333331
0,3,34.266666666666666,0.2138888888888889
0,3,33.416666666666664,0.19618055555555547
0,3,26.233333333333334,0.046527777777777835
0,3,24,0
1,4,47.75,0.49479166666666663
0,4,45.18333333333334,0.4413194444444445
0,4,42.983333333333334,0.3954861111111111
1,4,42.53333333333333,0.38611111111111107
0,4,39.2,0.31666666666666676
1,4,38.9,0.3104166666666667
0,4,37.78333333333333,0.2871527777777777
0,4,36.88333333333333,0.26840277777777777
0,1,8.883333333333333,-0.3149305555555556
1,1,8.016666666666667,-0.3329861111111111
0,1,5.9,-0.3770833333333333
0,1,5.633333333333334,-0.38263888888888886
0,1,3.4,-0.4291666666666667
0,1,2.8333333333333335,-0.4409722222222222
0,1,0.55,-0.48854166666666665
0,2,16.8,-0.14999999999999997
1,2,16.45,-0.15729166666666666
1,2,14.516666666666666,-0.19756944444444446
1,2,12.716666666666667,-0.23506944444444444
0,3,35.45,0.23854166666666676
0,3,35.016666666666666,0.2295138888888889
0,3,30.933333333333334,0.1444444444444445
0,3,29.766666666666666,0.1201388888888889
1,3,29.3,0.11041666666666672
1,3,28.183333333333334,0.08715277777777775
0,3,26.8,0.05833333333333335
0,3,26.4,0.04999999999999993
0,3,25.266666666666666,0.026388888888888906
1,3,24.6,0.012500000000000067
0,4,42.7,0.3895833333333334
0,4,42.65,0.3885416666666667
0,4,39.266666666666666,0.31805555555555554
0,4,38.21666666666667,0.29618055555555556
1,4,37.233333333333334,0.27569444444444446
0,1,9.55,-0.30104166666666665
1,1,7.916666666666667,-0.3350694444444444
0,1,7.65,-0.34062499999999996
1,1,1.6,-0.4666666666666667
0,1,0.48333333333333334,-0.48993055555555554
0,2,15.033333333333333,-0.18680555555555556
1,2,14.016666666666666,-0.20798611111111115
1,2,13.7,-0.21458333333333335
0,2,12.833333333333334,-0.2326388888888889
0,3,35,0.22916666666666663
1,3,34.516666666666666,0.21909722222222217
0,3,30.916666666666668,0.1440972222222222
0,3,28.916666666666668,0.10243055555555558
0,4,43.78333333333333,0.4121527777777777
1,4,40.333333333333336,0.3402777777777778
1,4,38.166666666666664,0.29513888888888884
0,4,37.4,0.2791666666666667
0,1,11.25,-0.265625
0,1,10.116666666666667,-0.28923611111111114
0,1,8.4,-0.32499999999999996
0,1,6.8,-0.35833333333333334
0,1,3.8833333333333333,-0.41909722222222223
0,1,2.6,-0.4458333333333333
1,1,0.5833333333333334,-0.4878472222222222
0,1,0.03333333333333333,-0.49930555555555556
0,3,35.45,0.23854166666666676
0,3,34.266666666666666,0.2138888888888889
0,3,33.95,0.20729166666666676
0,3,30.566666666666666,0.1368055555555555
1,3,29,0.10416666666666663
1,3,26.333333333333332,0.04861111111111105
0,3,25.45,0.03020833333333328
1,3,24.766666666666666,0.015972222222222165
1,3,24.55,0.011458333333333348
1,4,44.2,0.4208333333333334
1,4,43.25,0.40104166666666663
0,4,42.46666666666667,0.3847222222222223
1,4,40.28333333333333,0.33923611111111107
0,4,39.05,0.3135416666666666
0,4,38.63333333333333,0.30486111111111114
1,4,37.21666666666667,0.2753472222222223
1,4,36.46666666666667,0.2597222222222223
1,1,10.383333333333333,-0.2836805555555556
1,1,8.816666666666666,-0.3163194444444445
1,1,5.483333333333333,-0.3857638888888889
1,1,2.5166666666666666,-0.44756944444444446
0,2,19.016666666666666,-0.10381944444444446
0,2,17.71666666666667,-0.13090277777777776
0,2,17.53333333333333,-0.13472222222222224
0,2,16.75,-0.15104166666666669
0,2,16.233333333333334,-0.16180555555555554
0,2,15.833333333333334,-0.1701388888888889
0,2,15.05,-0.18645833333333334
1,2,12.016666666666667,-0.24965277777777778
0,3,33.9,0.20624999999999993
0,3,30.4,0.1333333333333333
0,3,29.266666666666666,0.10972222222222217
0,3,25.633333333333333,0.03402777777777777
1,3,24.583333333333332,0.01215277777777779
0,4,43.31666666666666,0.4024305555555555
1,4,43.3,0.40208333333333324
1,4,42.56666666666666,0.3868055555555555
1,4,41.11666666666667,0.35659722222222223
1,4,40.05,0.334375
1,4,39.55,0.32395833333333324
0,4,38.6,0.3041666666666667
0,1,8.4,-0.32499999999999996
0,1,6.3,-0.36875
1,1,3.35,-0.4302083333333333
1,1,0.5166666666666667,-0.4892361111111111
1,2,15.633333333333333,-0.17430555555555555
0,2,14.783333333333333,-0.19201388888888887
0,2,12.583333333333334,-0.2378472222222222
0,2,12.083333333333334,-0.2482638888888889
1,3,25.45,0.03020833333333328
0,3,24.55,0.011458333333333348
0,4,44.483333333333334,0.4267361111111111
1,4,44,0.41666666666666663
0,4,42.516666666666666,0.3857638888888889
0,4,39.55,0.32395833333333324
0,1,10.6,-0.2791666666666667
1,1,10.016666666666667,-0.29131944444444446
0,1,7.85,-0.3364583333333333
0,1,5.783333333333333,-0.3795138888888889
0,1,4.25,-0.4114583333333333
1,1,2.0166666666666666,-0.4579861111111111
1,2,19.15,-0.1010416666666667
1,2,17.25,-0.140625
1,2,16.75,-0.15104166666666669
0,2,14.883333333333333,-0.18993055555555555
0,3,32.78333333333333,0.18298611111111107
0,3,31.116666666666667,0.14826388888888886
1,3,31.03333333333333,0.1465277777777777
0,3,28.85,0.1010416666666667
1,3,27.433333333333334,0.07152777777777775
1,3,26.266666666666666,0.047222222222222165
0,3,25.083333333333332,0.02256944444444442
0,4,43.3,0.40208333333333324
1,4,36.766666666666666,0.26597222222222217
0,4,36.38333333333333,0.25798611111111114
0,1,10.283333333333333,-0.28576388888888893
1,1,7.95,-0.334375
1,1,6.266666666666667,-0.36944444444444446
0,1,3.1166666666666667,-0.43506944444444445
0,2,16.883333333333333,-0.14826388888888892
0,2,16.866666666666667,-0.14861111111111108
1,2,16.316666666666666,-0.16006944444444443
0,2,15.533333333333333,-0.17638888888888887
1,2,13.783333333333333,-0.21284722222222224
0,2,13.3,-0.22291666666666665
0,2,12.816666666666666,-0.23298611111111112
0,2,12.55,-0.23854166666666665
0,3,34.68333333333334,0.2225694444444445
1,3,32.63333333333333,0.17986111111111114
1,3,30.95,0.14479166666666665
1,3,30.366666666666667,0.13263888888888886
1,3,30.233333333333334,0.1298611111111111
